node03b3c753299e86e66647c895992d2f1.html
Right Answer:accessory_d43-c1
Predicted Answer:samsung un55j6200a---0.12195121951219512
Predicted Answer:samsung un40eh5300---0.21951219512195122
Predicted Answer:samsung un55hu8500---0.2682926829268293
Predicted Answer:sony xbr65x810c---0.14634146341463414
Predicted Answer:sony xbr65x850a---0.2926829268292683
Predicted Answer:sony xbr49x830c---0.2926829268292683
Predicted Answer:lg 49uf6400---0.2682926829268293
Predicted Answer:sony xbr65x850c---0.2926829268292683
Predicted Answer:sony xbr70x850b---0.3170731707317073
Predicted Answer:lg 40lf6300---0.12195121951219512
Predicted Answer:sony xbr55x900c---0.17073170731707318
Predicted Answer:gpx tde3253b---0.07317073170731707
Predicted Answer:samsung un65h7150---0.12195121951219512
Predicted Answer:samsung un65ju7100---0.2682926829268293
Predicted Answer:vizio d50u-d1---0.3170731707317073
node98578296899a21544ac73a8477b42ff9.html
Right Answer:lg 55eg9600
Predicted Answer:samsung un55ju7100f---0.3125
Predicted Answer:vizio d48-d0---0.1875
Predicted Answer:samsung un60eh6003---0.125
Predicted Answer:samsung un60ju7100---0.3125
Predicted Answer:sony xbr65x930c---0.3125
Predicted Answer:samsung un50ju7100---0.4375
Predicted Answer:sony xbr65x930d---0.1875
Predicted Answer:sony xbr65x950b---0.25
Predicted Answer:vizio d43-c1---0.1875
Predicted Answer:samsung un55ju6500---0.375
Predicted Answer:gpx te1384b---0.1875
Predicted Answer:sony xbr55x800b---0.25
Predicted Answer:gpx tde1380b---0.125
Predicted Answer:samsung un32eh5300---0.1875
Predicted Answer:samsung un40ju6400---0.3125
Predicted Answer:lg 43uf6400---0.5
Predicted Answer:gpx tde1384b---0.125
Predicted Answer:lg 55eg9100---0.6875
Predicted Answer:samsung un50eh5300---0.25
Predicted Answer:samsung un65h6350---0.125
Predicted Answer:samsung un50j5200a---0.125
Predicted Answer:sony xbr65x800b---0.1875
Predicted Answer:samsung un60js7000---0.1875
Predicted Answer:samsung un55js8500f---0.5
Predicted Answer:vizio d43-d2---0.1875
Predicted Answer:sony xbr65x900b---0.375
Predicted Answer:sony xbr65x900c---0.1875
Predicted Answer:samsung un48ju6400---0.3125
Predicted Answer:sony xbr65hx929---0.125
Predicted Answer:sony xbr55x850d---0.4375
Predicted Answer:sony xbr55x850c---0.375
Predicted Answer:samsung un55js9000f---0.5
Predicted Answer:sony xbr55x850b---0.3125
Predicted Answer:samsung un60j6200a---0.125
Predicted Answer:samsung un40es6100---0.1875
Predicted Answer:samsung un50j6300---0.1875
Predicted Answer:lg 55eg9600---0.75
Predicted Answer:sony xbr79x900b---0.375
Predicted Answer:gpx tde1982b---0.1875
Predicted Answer:lg 65eg9600---0.5625
Predicted Answer:sony xbr55x810c---0.25
Predicted Answer:samsung un40ju6700---0.375
Predicted Answer:samsung un50js7000---0.25
Predicted Answer:sony xbr43x830c---0.1875
Predicted Answer:samsung un55hu6840---0.4375
Predicted Answer:samsung un55j6200a---0.25
Predicted Answer:samsung un40eh5300---0.25
Predicted Answer:samsung un55hu8500---0.4375
Predicted Answer:sony xbr65x810c---0.1875
Predicted Answer:sony xbr65x850a---0.4375
Predicted Answer:sony xbr49x830c---0.1875
Predicted Answer:lg 49uf6400---0.4375
Predicted Answer:sony xbr65x850c---0.375
Predicted Answer:sony xbr70x850b---0.3125
Predicted Answer:lg 40lf6300---0.25
Predicted Answer:sony xbr55x900c---0.3125
Predicted Answer:gpx tde3253b---0.125
Predicted Answer:samsung un65h7150---0.1875
Predicted Answer:samsung un65ju7100---0.375
Predicted Answer:vizio d50u-d1---0.375
node98e5cea95e4ba5ab2f41bb5eaedec1f.html
Right Answer:accessory_sony
Predicted Answer:samsung un55ju7100f---0.29411764705882354
Predicted Answer:vizio d48-d0---0.17647058823529413
Predicted Answer:samsung un60eh6003---0.23529411764705882
Predicted Answer:samsung un60ju7100---0.29411764705882354
Predicted Answer:sony xbr65x930c---0.4117647058823529
Predicted Answer:samsung un50ju7100---0.29411764705882354
Predicted Answer:sony xbr65x930d---0.35294117647058826
Predicted Answer:sony xbr65x950b---0.35294117647058826
Predicted Answer:vizio d43-c1---0.17647058823529413
Predicted Answer:samsung un55ju6500---0.23529411764705882
Predicted Answer:gpx te1384b---0.23529411764705882
Predicted Answer:sony xbr55x800b---0.29411764705882354
Predicted Answer:gpx tde1380b---0.11764705882352941
Predicted Answer:samsung un32eh5300---0.23529411764705882
Predicted Answer:samsung un40ju6400---0.29411764705882354
Predicted Answer:lg 43uf6400---0.35294117647058826
Predicted Answer:gpx tde1384b---0.17647058823529413
Predicted Answer:lg 55eg9100---0.35294117647058826
Predicted Answer:samsung un50eh5300---0.23529411764705882
Predicted Answer:samsung un65h6350---0.17647058823529413
Predicted Answer:samsung un50j5200a---0.17647058823529413
Predicted Answer:sony xbr65x800b---0.29411764705882354
Predicted Answer:samsung un60js7000---0.23529411764705882
Predicted Answer:samsung un55js8500f---0.4117647058823529
Predicted Answer:vizio d43-d2---0.23529411764705882
Predicted Answer:sony xbr65x900b---0.4117647058823529
Predicted Answer:sony xbr65x900c---0.4117647058823529
Predicted Answer:samsung un48ju6400---0.29411764705882354
Predicted Answer:sony xbr65hx929---0.23529411764705882
Predicted Answer:sony xbr55x850d---0.4117647058823529
Predicted Answer:sony xbr55x850c---0.29411764705882354
Predicted Answer:samsung un55js9000f---0.23529411764705882
Predicted Answer:sony xbr55x850b---0.29411764705882354
Predicted Answer:samsung un60j6200a---0.17647058823529413
Predicted Answer:samsung un40es6100---0.23529411764705882
Predicted Answer:samsung un50j6300---0.17647058823529413
Predicted Answer:lg 55eg9600---0.4117647058823529
Predicted Answer:sony xbr79x900b---0.35294117647058826
Predicted Answer:gpx tde1982b---0.29411764705882354
Predicted Answer:lg 65eg9600---0.35294117647058826
Predicted Answer:sony xbr55x810c---0.47058823529411764
Predicted Answer:samsung un40ju6700---0.23529411764705882
Predicted Answer:samsung un50js7000---0.23529411764705882
Predicted Answer:sony xbr43x830c---0.5294117647058824
Predicted Answer:samsung un55hu6840---0.35294117647058826
Predicted Answer:samsung un55j6200a---0.17647058823529413
Predicted Answer:samsung un40eh5300---0.23529411764705882
Predicted Answer:samsung un55hu8500---0.29411764705882354
Predicted Answer:sony xbr65x810c---0.47058823529411764
Predicted Answer:sony xbr65x850a---0.4117647058823529
Predicted Answer:sony xbr49x830c---0.5294117647058824
Predicted Answer:lg 49uf6400---0.29411764705882354
Predicted Answer:sony xbr65x850c---0.6470588235294118
Predicted Answer:sony xbr70x850b---0.35294117647058826
Predicted Answer:lg 40lf6300---0.17647058823529413
Predicted Answer:sony xbr55x900c---0.47058823529411764
Predicted Answer:gpx tde3253b---0.11764705882352941
Predicted Answer:samsung un65h7150---0.17647058823529413
Predicted Answer:samsung un65ju7100---0.29411764705882354
Predicted Answer:vizio d50u-d1---0.29411764705882354
node9a656449b4497c422c3857c271b9682.html
Right Answer:sony xbr55x800b
Predicted Answer:samsung un55ju7100f---0.42857142857142855
Predicted Answer:vizio d48-d0---0.35714285714285715
Predicted Answer:samsung un60eh6003---0.2857142857142857
Predicted Answer:samsung un60ju7100---0.35714285714285715
Predicted Answer:sony xbr65x930c---0.42857142857142855
Predicted Answer:samsung un50ju7100---0.5
Predicted Answer:sony xbr65x930d---0.35714285714285715
Predicted Answer:sony xbr65x950b---0.35714285714285715
Predicted Answer:vizio d43-c1---0.35714285714285715
Predicted Answer:samsung un55ju6500---0.5
Predicted Answer:gpx te1384b---0.21428571428571427
Predicted Answer:sony xbr55x800b---0.5
Predicted Answer:gpx tde1380b---0.21428571428571427
Predicted Answer:samsung un32eh5300---0.2857142857142857
Predicted Answer:samsung un40ju6400---0.42857142857142855
Predicted Answer:lg 43uf6400---0.6428571428571429
Predicted Answer:gpx tde1384b---0.21428571428571427
Predicted Answer:lg 55eg9100---0.5714285714285714
Predicted Answer:samsung un50eh5300---0.35714285714285715
Predicted Answer:samsung un65h6350---0.21428571428571427
Predicted Answer:samsung un50j5200a---0.21428571428571427
Predicted Answer:sony xbr65x800b---0.35714285714285715
Predicted Answer:samsung un60js7000---0.2857142857142857
Predicted Answer:samsung un55js8500f---0.5714285714285714
Predicted Answer:vizio d43-d2---0.35714285714285715
Predicted Answer:sony xbr65x900b---0.5
Predicted Answer:sony xbr65x900c---0.35714285714285715
Predicted Answer:samsung un48ju6400---0.42857142857142855
Predicted Answer:sony xbr65hx929---0.2857142857142857
Predicted Answer:sony xbr55x850d---0.6428571428571429
Predicted Answer:sony xbr55x850c---0.5714285714285714
Predicted Answer:samsung un55js9000f---0.42857142857142855
Predicted Answer:sony xbr55x850b---0.5
Predicted Answer:samsung un60j6200a---0.21428571428571427
Predicted Answer:samsung un40es6100---0.2857142857142857
Predicted Answer:samsung un50j6300---0.2857142857142857
Predicted Answer:lg 55eg9600---0.5
Predicted Answer:sony xbr79x900b---0.5
Predicted Answer:gpx tde1982b---0.2857142857142857
Predicted Answer:lg 65eg9600---0.42857142857142855
Predicted Answer:sony xbr55x810c---0.42857142857142855
Predicted Answer:samsung un40ju6700---0.35714285714285715
Predicted Answer:samsung un50js7000---0.35714285714285715
Predicted Answer:sony xbr43x830c---0.35714285714285715
Predicted Answer:samsung un55hu6840---0.5714285714285714
Predicted Answer:samsung un55j6200a---0.35714285714285715
Predicted Answer:samsung un40eh5300---0.35714285714285715
Predicted Answer:samsung un55hu8500---0.42857142857142855
Predicted Answer:sony xbr65x810c---0.35714285714285715
Predicted Answer:sony xbr65x850a---0.5714285714285714
Predicted Answer:sony xbr49x830c---0.35714285714285715
Predicted Answer:lg 49uf6400---0.5714285714285714
Predicted Answer:sony xbr65x850c---0.5
Predicted Answer:sony xbr70x850b---0.42857142857142855
Predicted Answer:lg 40lf6300---0.35714285714285715
Predicted Answer:sony xbr55x900c---0.5
Predicted Answer:gpx tde3253b---0.21428571428571427
Predicted Answer:samsung un65h7150---0.21428571428571427
Predicted Answer:samsung un65ju7100---0.42857142857142855
Predicted Answer:vizio d50u-d1---0.5714285714285714
node9a7d1b6410bdfc3f150291c1123a9b.html
Right Answer:samsung un60js7000
Predicted Answer:samsung un55ju7100f---0.6
Predicted Answer:vizio d48-d0---0.4666666666666667
Predicted Answer:samsung un60eh6003---0.4
Predicted Answer:samsung un60ju7100---0.6
Predicted Answer:sony xbr65x930c---0.5333333333333333
Predicted Answer:samsung un50ju7100---0.6
Predicted Answer:sony xbr65x930d---0.4
Predicted Answer:sony xbr65x950b---0.5333333333333333
Predicted Answer:vizio d43-c1---0.4
Predicted Answer:samsung un55ju6500---0.5333333333333333
Predicted Answer:gpx te1384b---0.2
Predicted Answer:sony xbr55x800b---0.4666666666666667
Predicted Answer:gpx tde1380b---0.2
Predicted Answer:samsung un32eh5300---0.4666666666666667
Predicted Answer:samsung un40ju6400---0.6
Predicted Answer:lg 43uf6400---0.5333333333333333
Predicted Answer:gpx tde1384b---0.26666666666666666
Predicted Answer:lg 55eg9100---0.3333333333333333
Predicted Answer:samsung un50eh5300---0.4
Predicted Answer:samsung un65h6350---0.4
Predicted Answer:samsung un50j5200a---0.4
Predicted Answer:sony xbr65x800b---0.4666666666666667
Predicted Answer:samsung un60js7000---0.8666666666666667
Predicted Answer:samsung un55js8500f---0.6666666666666666
Predicted Answer:vizio d43-d2---0.4666666666666667
Predicted Answer:sony xbr65x900b---0.5333333333333333
Predicted Answer:sony xbr65x900c---0.4666666666666667
Predicted Answer:samsung un48ju6400---0.6
Predicted Answer:sony xbr65hx929---0.3333333333333333
Predicted Answer:sony xbr55x850d---0.4666666666666667
Predicted Answer:sony xbr55x850c---0.26666666666666666
Predicted Answer:samsung un55js9000f---0.6666666666666666
Predicted Answer:sony xbr55x850b---0.2
Predicted Answer:samsung un60j6200a---0.4
Predicted Answer:samsung un40es6100---0.4
Predicted Answer:samsung un50j6300---0.4666666666666667
Predicted Answer:lg 55eg9600---0.4
Predicted Answer:sony xbr79x900b---0.4666666666666667
Predicted Answer:gpx tde1982b---0.26666666666666666
Predicted Answer:lg 65eg9600---0.4
Predicted Answer:sony xbr55x810c---0.4666666666666667
Predicted Answer:samsung un40ju6700---0.6
Predicted Answer:samsung un50js7000---0.8
Predicted Answer:sony xbr43x830c---0.5333333333333333
Predicted Answer:samsung un55hu6840---0.6
Predicted Answer:samsung un55j6200a---0.4
Predicted Answer:samsung un40eh5300---0.4666666666666667
Predicted Answer:samsung un55hu8500---0.6
Predicted Answer:sony xbr65x810c---0.4666666666666667
Predicted Answer:sony xbr65x850a---0.4666666666666667
Predicted Answer:sony xbr49x830c---0.5333333333333333
Predicted Answer:lg 49uf6400---0.5333333333333333
Predicted Answer:sony xbr65x850c---0.5333333333333333
Predicted Answer:sony xbr70x850b---0.4666666666666667
Predicted Answer:lg 40lf6300---0.4
Predicted Answer:sony xbr55x900c---0.5333333333333333
Predicted Answer:gpx tde3253b---0.2
Predicted Answer:samsung un65h7150---0.4
Predicted Answer:samsung un65ju7100---0.6
Predicted Answer:vizio d50u-d1---0.5333333333333333
node9ab78a3e9870e8c3a3715ed71dd95b2.html
Right Answer:lg 55uf6430
Predicted Answer:samsung un55ju7100f---0.30864197530864196
Predicted Answer:vizio d48-d0---0.26277372262773724
Predicted Answer:samsung un60eh6003---0.26174496644295303
Predicted Answer:samsung un60ju7100---0.2822085889570552
Predicted Answer:sony xbr65x930c---0.2315270935960591
Predicted Answer:samsung un50ju7100---0.23076923076923078
Predicted Answer:sony xbr65x930d---0.2229299363057325
Predicted Answer:sony xbr65x950b---0.22380952380952382
Predicted Answer:vizio d43-c1---0.26811594202898553
Predicted Answer:samsung un55ju6500---0.3128834355828221
Predicted Answer:gpx te1384b---0.27358490566037735
Predicted Answer:sony xbr55x800b---0.2562814070351759
Predicted Answer:gpx tde1380b---0.25806451612903225
Predicted Answer:samsung un32eh5300---0.2878787878787879
Predicted Answer:samsung un40ju6400---0.3684210526315789
Predicted Answer:lg 43uf6400---0.496
Predicted Answer:gpx tde1384b---0.24528301886792453
Predicted Answer:lg 55eg9100---0.3047619047619048
Predicted Answer:samsung un50eh5300---0.22297297297297297
Predicted Answer:samsung un65h6350---0.27835051546391754
Predicted Answer:samsung un50j5200a---0.3968253968253968
Predicted Answer:sony xbr65x800b---0.24509803921568626
Predicted Answer:samsung un60js7000---0.2857142857142857
Predicted Answer:samsung un55js8500f---0.2571428571428571
Predicted Answer:vizio d43-d2---0.24603174603174602
Predicted Answer:sony xbr65x900b---0.2571428571428571
Predicted Answer:sony xbr65x900c---0.25824175824175827
Predicted Answer:samsung un48ju6400---0.3763440860215054
Predicted Answer:sony xbr65hx929---0.22302158273381295
Predicted Answer:sony xbr55x850d---0.2524271844660194
Predicted Answer:sony xbr55x850c---0.34782608695652173
Predicted Answer:samsung un55js9000f---0.2846715328467153
Predicted Answer:sony xbr55x850b---0.2542372881355932
Predicted Answer:samsung un60j6200a---0.3235294117647059
Predicted Answer:samsung un40es6100---0.3113207547169811
Predicted Answer:samsung un50j6300---0.3069306930693069
Predicted Answer:lg 55eg9600---0.3684210526315789
Predicted Answer:sony xbr79x900b---0.22380952380952382
Predicted Answer:gpx tde1982b---0.20833333333333334
Predicted Answer:lg 65eg9600---0.3984375
Predicted Answer:sony xbr55x810c---0.31958762886597936
Predicted Answer:samsung un40ju6700---0.35789473684210527
Predicted Answer:samsung un50js7000---0.32
Predicted Answer:sony xbr43x830c---0.2571428571428571
Predicted Answer:samsung un55hu6840---0.39473684210526316
Predicted Answer:samsung un55j6200a---0.3472222222222222
Predicted Answer:samsung un40eh5300---0.1986754966887417
Predicted Answer:samsung un55hu8500---0.33974358974358976
Predicted Answer:sony xbr65x810c---0.32142857142857145
Predicted Answer:sony xbr65x850a---0.22857142857142856
Predicted Answer:sony xbr49x830c---0.2619047619047619
Predicted Answer:lg 49uf6400---0.5656565656565656
Predicted Answer:sony xbr65x850c---0.2714285714285714
Predicted Answer:sony xbr70x850b---0.23902439024390243
Predicted Answer:lg 40lf6300---0.5
Predicted Answer:sony xbr55x900c---0.25142857142857145
Predicted Answer:gpx tde3253b---0.2714285714285714
Predicted Answer:samsung un65h7150---0.27631578947368424
Predicted Answer:samsung un65ju7100---0.319672131147541
Predicted Answer:vizio d50u-d1---0.25405405405405407
node9b59ba715090cc3ca4e98ec8d9f6e.html
Right Answer:accessory_gpx
Predicted Answer:samsung un55ju7100f---0.14285714285714285
